,text,words,keys,values
778,"¿Podría ver alguna habitación individual y tranquila?
","['podría', 'ver', 'alguna', 'habitación', 'individual', 'y', 'tranquila']","['podría', 'ver', 'alguna', 'habitación', 'individual', 'y', 'tranquila']","['could', 'i', 'see', 'a', 'quiet', 'single', 'room']"
779,"Me llama a un taxi.
","['me', 'llama', 'a', 'un', 'taxi']","['me', 'llama', 'a', 'un', 'taxi']","['could', 'you', 'call', 'a', 'taxi', 'for', 'me', 'please']"
780,"Despiértenme mañana a las cinco.
","['despiértenme', 'mañana', 'a', 'las', 'cinco']","['despiértenme', 'mañana', 'a', 'las', 'cinco']","['wake', 'me', 'up', 'tomorrow', 'at', 'five']"
781,"¿Está incluido el servicio de habitaciones?
","['está', 'incluido', 'el', 'servicio', 'de', 'habitaciones']","['está', 'incluido', 'el', 'servicio', 'de', 'habitaciones']","['is', 'room', 'service', 'included']"
782,"Por favor, ¿nos podría dar las llaves de la habitación?
","['por', 'favor', 'nos', 'podría', 'dar', 'las', 'llaves', 'de', 'la', 'habitación']","['por', 'favor', 'nos', 'podría', 'dar', 'las', 'llaves', 'de', 'la', 'habitación']","['could', 'you', 'give', 'us', 'the', 'keys', 'to', 'the', 'room', 'please']"
783,"Me voy a marchar el viernes veintinueve de mayo a las nueve en punto de la noche.
","['me', 'voy', 'a', 'marchar', 'el', 'viernes', 'veintinueve', 'de', 'mayo', 'a', 'las', 'nueve', 'en', 'punto', 'de', 'la', 'noche']","['me', 'voy', 'a', 'marchar', 'el', 'viernes', 'veintinueve', 'de', 'mayo', 'a', 'las', 'nueve', 'en', 'punto', 'de', 'la', 'noche']","['i', 'am', 'leaving', 'on', 'friday', 'may', 'the', 'twentyninth', 'at', 'nine', 'oclock', 'in', 'the', 'evening']"
784,"Quiero reservar una habitación individual y tranquila para esta semana, por favor.
","['quiero', 'reservar', 'una', 'habitación', 'individual', 'y', 'tranquila', 'para', 'esta', 'semana', 'por', 'favor']","['quiero', 'reservar', 'una', 'habitación', 'individual', 'y', 'tranquila', 'para', 'esta', 'semana', 'por', 'favor']","['i', 'want', 'to', 'book', 'a', 'quiet', 'single', 'room', 'for', 'this', 'week', 'please']"
785,"¿Cuánto cuesta una habitación doble con pensión completa?
","['cuánto', 'cuesta', 'una', 'habitación', 'doble', 'con', 'pensión', 'completa']","['cuánto', 'cuesta', 'una', 'habitación', 'doble', 'con', 'pensión', 'completa']","['how', 'much', 'does', 'a', 'double', 'room', 'with', 'full', 'board', 'cost']"
786,"¿Nos podría despertar a las siete y media?
","['nos', 'podría', 'despertar', 'a', 'las', 'siete', 'y', 'media']","['nos', 'podría', 'despertar', 'a', 'las', 'siete', 'y', 'media']","['could', 'you', 'wake', 'us', 'up', 'at', 'half', 'past', 'seven']"
787,"Reservamos una habitación individual.
","['reservamos', 'una', 'habitación', 'individual']","['reservamos', 'una', 'habitación', 'individual']","['we', 'booked', 'a', 'single', 'room']"
788,"Baje nuestras bolsas de viaje a recepción.
","['baje', 'nuestras', 'bolsas', 'de', 'viaje', 'a', 'recepción']","['baje', 'nuestras', 'bolsas', 'de', 'viaje', 'a', 'recepción']","['send', 'our', 'travel', 'bags', 'down', 'to', 'reception']"
789,"Hemos reservado una habitación hasta el dos de febrero.
","['hemos', 'reservado', 'una', 'habitación', 'hasta', 'el', 'dos', 'de', 'febrero']","['hemos', 'reservado', 'una', 'habitación', 'hasta', 'el', 'dos', 'de', 'febrero']","['we', 'have', 'booked', 'a', 'room', 'until', 'february', 'the', 'second']"
790,"Me gustaría reservar una habitación para esta noche, por favor.
","['me', 'gustaría', 'reservar', 'una', 'habitación', 'para', 'esta', 'noche', 'por', 'favor']","['me', 'gustaría', 'reservar', 'una', 'habitación', 'para', 'esta', 'noche', 'por', 'favor']","['i', 'would', 'like', 'to', 'book', 'a', 'room', 'for', 'tonight', 'please']"
791,"¿Les importaría darme la llave de mi habitación?
","['les', 'importaría', 'darme', 'la', 'llave', 'de', 'mi', 'habitación']","['les', 'importaría', 'darme', 'la', 'llave', 'de', 'mi', 'habitación']","['would', 'you', 'mind', 'giving', 'me', 'the', 'key', 'to', 'my', 'room']"
792,"Por favor, ¿le importaría despertarme a las ocho y cuarto?
","['por', 'favor', 'le', 'importaría', 'despertarme', 'a', 'las', 'ocho', 'y', 'cuarto']","['por', 'favor', 'le', 'importaría', 'despertarme', 'a', 'las', 'ocho', 'y', 'cuarto']","['would', 'you', 'mind', 'waking', 'me', 'up', 'at', 'a', 'quarter', 'past', 'eight', 'please']"
793,"¿Nos podrían despertar a las seis y media?
","['nos', 'podrían', 'despertar', 'a', 'las', 'seis', 'y', 'media']","['nos', 'podrían', 'despertar', 'a', 'las', 'seis', 'y', 'media']","['could', 'you', 'wake', 'us', 'up', 'at', 'half', 'past', 'six']"
794,"Queremos que nos den la llave de la habitación.
","['queremos', 'que', 'nos', 'den', 'la', 'llave', 'de', 'la', 'habitación']","['queremos', 'que', 'nos', 'den', 'la', 'llave', 'de', 'la', 'habitación']","['we', 'want', 'you', 'to', 'give', 'us', 'the', 'key', 'to', 'the', 'room']"
795,"Por favor, tengo la reserva de una habitación tranquila individual a nombre de Enrique Díaz.
","['por', 'favor', 'tengo', 'la', 'reserva', 'de', 'una', 'habitación', 'tranquila', 'individual', 'a', 'nombre', 'de', 'enrique', 'díaz']","['por', 'favor', 'tengo', 'la', 'reserva', 'de', 'una', 'habitación', 'tranquila', 'individual', 'a', 'nombre', 'de', 'enrique', 'díaz']","['i', 'have', 'a', 'reservation', 'for', 'a', 'quiet', 'single', 'room', 'for', 'enrique', 'díaz']"
796,"¿Tienen una habitación libre con agua caliente y aire acondicionado?
","['tienen', 'una', 'habitación', 'libre', 'con', 'agua', 'caliente', 'y', 'aire', 'acondicionado']","['tienen', 'una', 'habitación', 'libre', 'con', 'agua', 'caliente', 'y', 'aire', 'acondicionado']","['do', 'you', 'have', 'a', 'room', 'with', 'hot', 'water', 'and', 'air', 'conditioning', 'available']"
797,"¿Tiene teléfono y aire acondicionado la habitación?
","['tiene', 'teléfono', 'y', 'aire', 'acondicionado', 'la', 'habitación']","['tiene', 'teléfono', 'y', 'aire', 'acondicionado', 'la', 'habitación']","['does', 'the', 'room', 'have', 'a', 'telephone', 'and', 'air', 'conditioning']"
798,"Nos tenemos que ir el día veintisiete a las nueve en punto.
","['nos', 'tenemos', 'que', 'ir', 'el', 'día', 'veintisiete', 'a', 'las', 'nueve', 'en', 'punto']","['nos', 'tenemos', 'que', 'ir', 'el', 'día', 'veintisiete', 'a', 'las', 'nueve', 'en', 'punto']","['we', 'should', 'leave', 'on', 'the', 'twentyseventh', 'at', 'nine', 'oclock']"
799,"Por favor, ¿me querrían llamar a un taxi?
","['por', 'favor', 'me', 'querrían', 'llamar', 'a', 'un', 'taxi']","['por', 'favor', 'me', 'querrían', 'llamar', 'a', 'un', 'taxi']","['would', 'you', 'call', 'a', 'taxi', 'for', 'me', 'please']"
800,"¿Les importaría despertarnos mañana a las nueve menos cuarto?
","['les', 'importaría', 'despertarnos', 'mañana', 'a', 'las', 'nueve', 'menos', 'cuarto']","['les', 'importaría', 'despertarnos', 'mañana', 'a', 'las', 'nueve', 'menos', 'cuarto']","['would', 'you', 'mind', 'waking', 'us', 'up', 'tomorrow', 'at', 'a', 'quarter', 'to', 'nine']"
801,"Reservamos una habitación con aire acondicionado hasta pasado mañana, por favor.
","['reservamos', 'una', 'habitación', 'con', 'aire', 'acondicionado', 'hasta', 'pasado', 'mañana', 'por', 'favor']","['reservamos', 'una', 'habitación', 'con', 'aire', 'acondicionado', 'hasta', 'pasado', 'mañana', 'por', 'favor']","['we', 'booked', 'a', 'room', 'with', 'air', 'conditioning', 'until', 'the', 'day', 'after', 'tomorrow']"
802,"¿Nos puede pedir un taxi?, por favor.
","['nos', 'puede', 'pedir', 'un', 'taxi', 'por', 'favor']","['nos', 'puede', 'pedir', 'un', 'taxi', 'por', 'favor']","['can', 'you', 'ask', 'for', 'a', 'taxi', 'for', 'us', 'please']"
803,"Tenemos reservada una habitación doble.
","['tenemos', 'reservada', 'una', 'habitación', 'doble']","['tenemos', 'reservada', 'una', 'habitación', 'doble']","['we', 'have', 'booked', 'a', 'double', 'room']"
804,"Desearía que llevase mis bolsas a mi habitación, por favor.
","['desearía', 'que', 'llevase', 'mis', 'bolsas', 'a', 'mi', 'habitación', 'por', 'favor']","['desearía', 'que', 'llevase', 'mis', 'bolsas', 'a', 'mi', 'habitación', 'por', 'favor']","['i', 'would', 'like', 'you', 'to', 'send', 'my', 'bags', 'to', 'my', 'room', 'please']"
805,"Deseo una habitación doble.
","['deseo', 'una', 'habitación', 'doble']","['deseo', 'una', 'habitación', 'doble']","['i', 'want', 'a', 'double', 'room']"
806,"Me marcho mañana a las doce en punto de la mañana.
","['me', 'marcho', 'mañana', 'a', 'las', 'doce', 'en', 'punto', 'de', 'la', 'mañana']","['me', 'marcho', 'mañana', 'a', 'las', 'doce', 'en', 'punto', 'de', 'la', 'mañana']","['i', 'leave', 'tomorrow', 'at', 'twelve', 'oclock', 'in', 'the', 'morning']"
807,"¿Hay aire acondicionado y servicio de bar en las habitaciones?
","['hay', 'aire', 'acondicionado', 'y', 'servicio', 'de', 'bar', 'en', 'las', 'habitaciones']","['hay', 'aire', 'acondicionado', 'y', 'servicio', 'de', 'bar', 'en', 'las', 'habitaciones']","['are', 'there', 'air', 'conditioning', 'and', 'a', 'minibar', 'in', 'the', 'rooms']"
808,"Por favor, reservamos dos habitaciones.
","['por', 'favor', 'reservamos', 'dos', 'habitaciones']","['por', 'favor', 'reservamos', 'dos', 'habitaciones']","['we', 'booked', 'two', 'rooms']"
809,"¿Hay caja fuerte en las habitaciones?
","['hay', 'caja', 'fuerte', 'en', 'las', 'habitaciones']","['hay', 'caja', 'fuerte', 'en', 'las', 'habitaciones']","['is', 'there', 'a', 'safe', 'in', 'the', 'rooms']"
810,"¿Tienen habitaciones tranquilas libres?
","['tienen', 'habitaciones', 'tranquilas', 'libres']","['tienen', 'habitaciones', 'tranquilas', 'libres']","['do', 'you', 'have', 'any', 'quiet', 'rooms', 'available']"
811,"Por favor, ¿me puede dar usted las llaves de la habitación uno uno tres?
","['por', 'favor', 'me', 'puede', 'dar', 'usted', 'las', 'llaves', 'de', 'la', 'habitación', 'uno', 'uno', 'tres']","['por', 'favor', 'me', 'puede', 'dar', 'usted', 'las', 'llaves', 'de', 'la', 'habitación', 'uno', 'uno', 'tres']","['can', 'you', 'give', 'me', 'the', 'keys', 'to', 'room', 'number', 'one', 'one', 'three', 'please']"
812,"Por favor, suba mi maleta a mi habitación.
","['por', 'favor', 'suba', 'mi', 'maleta', 'a', 'mi', 'habitación']","['por', 'favor', 'suba', 'mi', 'maleta', 'a', 'mi', 'habitación']","['please', 'send', 'up', 'my', 'suitcase', 'to', 'my', 'room']"
813,"Por favor, tengo reservada una habitación doble con aire acondicionado, teléfono y televisión.
","['por', 'favor', 'tengo', 'reservada', 'una', 'habitación', 'doble', 'con', 'aire', 'acondicionado', 'teléfono', 'y', 'televisión']","['por', 'favor', 'tengo', 'reservada', 'una', 'habitación', 'doble', 'con', 'aire', 'acondicionado', 'teléfono', 'y', 'televisión']","['i', 'have', 'booked', 'a', 'double', 'room', 'with', 'air', 'conditioning', 'a', 'telephone', 'and', 'a', 'tv']"
814,"Quisiera reservar una habitación.
","['quisiera', 'reservar', 'una', 'habitación']","['quisiera', 'reservar', 'una', 'habitación']","['i', 'want', 'to', 'book', 'a', 'room']"
815,"¿Podría ver otra habitación?
","['podría', 'ver', 'otra', 'habitación']","['podría', 'ver', 'otra', 'habitación']","['could', 'i', 'see', 'another', 'room']"
816,"¿Tiene habitaciones dobles libres?
","['tiene', 'habitaciones', 'dobles', 'libres']","['tiene', 'habitaciones', 'dobles', 'libres']","['do', 'you', 'have', 'any', 'double', 'rooms', 'available']"
817,"¿Están incluidos todos los impuestos?
","['están', 'incluidos', 'todos', 'los', 'impuestos']","['están', 'incluidos', 'todos', 'los', 'impuestos']","['are', 'all', 'taxes', 'included']"
818,"Por favor, despiértenos mañana a las dos.
","['por', 'favor', 'despiértenos', 'mañana', 'a', 'las', 'dos']","['por', 'favor', 'despiértenos', 'mañana', 'a', 'las', 'dos']","['please', 'wake', 'us', 'up', 'tomorrow', 'at', 'two']"
819,"¿Nos podría dar la llave de la habitación, por favor?
","['nos', 'podría', 'dar', 'la', 'llave', 'de', 'la', 'habitación', 'por', 'favor']","['nos', 'podría', 'dar', 'la', 'llave', 'de', 'la', 'habitación', 'por', 'favor']","['could', 'you', 'give', 'us', 'the', 'key', 'to', 'the', 'room', 'please']"
820,"Súbanos las maletas al coche.
","['súbanos', 'las', 'maletas', 'al', 'coche']","['súbanos', 'las', 'maletas', 'al', 'coche']","['put', 'our', 'suitcases', 'in', 'the', 'car']"
821,"¿Cuánto cuesta una habitación individual?
","['cuánto', 'cuesta', 'una', 'habitación', 'individual']","['cuánto', 'cuesta', 'una', 'habitación', 'individual']","['how', 'much', 'does', 'a', 'single', 'room', 'cost']"
822,"Me voy a ir el viernes once de abril a las ocho y cuarto de la noche.
","['me', 'voy', 'a', 'ir', 'el', 'viernes', 'once', 'de', 'abril', 'a', 'las', 'ocho', 'y', 'cuarto', 'de', 'la', 'noche']","['me', 'voy', 'a', 'ir', 'el', 'viernes', 'once', 'de', 'abril', 'a', 'las', 'ocho', 'y', 'cuarto', 'de', 'la', 'noche']","['i', 'am', 'leaving', 'on', 'friday', 'april', 'the', 'eleventh', 'at', 'a', 'quarter', 'past', 'eight', 'in', 'the', 'evening']"
823,"Por favor, quiero que nos dé la llave de mi habitación.
","['por', 'favor', 'quiero', 'que', 'nos', 'dé', 'la', 'llave', 'de', 'mi', 'habitación']","['por', 'favor', 'quiero', 'que', 'nos', 'dé', 'la', 'llave', 'de', 'mi', 'habitación']","['i', 'want', 'you', 'to', 'give', 'us', 'the', 'key', 'to', 'my', 'room', 'please']"
824,"¿Cuánto cuesta una habitación doble por semana?
","['cuánto', 'cuesta', 'una', 'habitación', 'doble', 'por', 'semana']","['cuánto', 'cuesta', 'una', 'habitación', 'doble', 'por', 'semana']","['how', 'much', 'does', 'a', 'double', 'room', 'cost', 'per', 'week']"
825,"Por favor, hice la reserva de una habitación doble tranquila con cuarto de baño y vistas a la ciudad a nombre de Arturo Mira.
","['por', 'favor', 'hice', 'la', 'reserva', 'de', 'una', 'habitación', 'doble', 'tranquila', 'con', 'cuarto', 'de', 'baño', 'y', 'vistas', 'a', 'la', 'ciudad', 'a', 'nombre', 'de', 'arturo', 'mira']","['por', 'favor', 'hice', 'la', 'reserva', 'de', 'una', 'habitación', 'doble', 'tranquila', 'con', 'cuarto', 'de', 'baño', 'y', 'vistas', 'a', 'la', 'ciudad', 'a', 'nombre', 'de', 'arturo', 'mira']","['i', 'made', 'a', 'reservation', 'for', 'a', 'quiet', 'double', 'room', 'with', 'a', 'bathroom', 'and', 'a', 'view', 'of', 'the', 'town', 'for', 'arturo', 'mira']"
826,"Por favor, he reservado una habitación.
","['por', 'favor', 'he', 'reservado', 'una', 'habitación']","['por', 'favor', 'he', 'reservado', 'una', 'habitación']","['i', 'have', 'booked', 'a', 'room']"
827,"¿Hay televisión en la habitación, por favor?
","['hay', 'televisión', 'en', 'la', 'habitación', 'por', 'favor']","['hay', 'televisión', 'en', 'la', 'habitación', 'por', 'favor']","['is', 'there', 'a', 'tv', 'in', 'the', 'room', 'please']"
828,"Pienso que se ha producido un problema en mi cuenta de la habitación seis cinco.
","['pienso', 'que', 'se', 'ha', 'producido', 'un', 'problema', 'en', 'mi', 'cuenta', 'de', 'la', 'habitación', 'seis', 'cinco']","['pienso', 'que', 'se', 'ha', 'producido', 'un', 'problema', 'en', 'mi', 'cuenta', 'de', 'la', 'habitación', 'seis', 'cinco']","['i', 'think', 'that', 'there', 'has', 'been', 'a', 'problem', 'in', 'my', 'bill', 'for', 'room', 'number', 'six', 'five']"
829,"¿Cuánto cuesta una habitación individual, por favor?
","['cuánto', 'cuesta', 'una', 'habitación', 'individual', 'por', 'favor']","['cuánto', 'cuesta', 'una', 'habitación', 'individual', 'por', 'favor']","['how', 'much', 'does', 'a', 'single', 'room', 'cost', 'please']"
830,"Me hace la cuenta de la habitación uno cuatro siete.
","['me', 'hace', 'la', 'cuenta', 'de', 'la', 'habitación', 'uno', 'cuatro', 'siete']","['me', 'hace', 'la', 'cuenta', 'de', 'la', 'habitación', 'uno', 'cuatro', 'siete']","['could', 'you', 'make', 'out', 'the', 'bill', 'for', 'room', 'number', 'one', 'four', 'seven', 'for', 'me', 'please']"
831,"Por favor, ¿hay agua caliente en la habitación?
","['por', 'favor', 'hay', 'agua', 'caliente', 'en', 'la', 'habitación']","['por', 'favor', 'hay', 'agua', 'caliente', 'en', 'la', 'habitación']","['is', 'there', 'hot', 'water', 'in', 'the', 'room', 'please']"
832,"¿Tienen alguna habitación individual libre?
","['tienen', 'alguna', 'habitación', 'individual', 'libre']","['tienen', 'alguna', 'habitación', 'individual', 'libre']","['do', 'you', 'have', 'a', 'single', 'room', 'available']"
833,"¿Cuánto cuesta una habitación individual para un día?
","['cuánto', 'cuesta', 'una', 'habitación', 'individual', 'para', 'un', 'día']","['cuánto', 'cuesta', 'una', 'habitación', 'individual', 'para', 'un', 'día']","['how', 'much', 'does', 'a', 'single', 'room', 'cost', 'for', 'a', 'day']"
834,"¿Nos puede llamar a un taxi para la habitación tres seis?
","['nos', 'puede', 'llamar', 'a', 'un', 'taxi', 'para', 'la', 'habitación', 'tres', 'seis']","['nos', 'puede', 'llamar', 'a', 'un', 'taxi', 'para', 'la', 'habitación', 'tres', 'seis']","['can', 'you', 'call', 'a', 'taxi', 'for', 'room', 'number', 'three', 'six', 'for', 'us', 'please']"
835,"¿Cuánto vale por día una habitación doble?
","['cuánto', 'vale', 'por', 'día', 'una', 'habitación', 'doble']","['cuánto', 'vale', 'por', 'día', 'una', 'habitación', 'doble']","['how', 'much', 'is', 'a', 'double', 'room', 'per', 'day']"
836,"Por favor, tenenos hecha una reserva.
","['por', 'favor', 'tenenos', 'hecha', 'una', 'reserva']","['por', 'favor', 'tenenos', 'hecha', 'una', 'reserva']","['we', 'have', 'made', 'a', 'reservation']"
837,"He reservado una habitación tranquila doble a nombre de Paloma Montero.
","['he', 'reservado', 'una', 'habitación', 'tranquila', 'doble', 'a', 'nombre', 'de', 'paloma', 'montero']","['he', 'reservado', 'una', 'habitación', 'tranquila', 'doble', 'a', 'nombre', 'de', 'paloma', 'montero']","['i', 'have', 'booked', 'a', 'quiet', 'double', 'room', 'for', 'paloma', 'montero']"
838,"Deseamos cambiarnos a otra habitación con cuarto de baño, por favor.
","['deseamos', 'cambiarnos', 'a', 'otra', 'habitación', 'con', 'cuarto', 'de', 'baño', 'por', 'favor']","['deseamos', 'cambiarnos', 'a', 'otra', 'habitación', 'con', 'cuarto', 'de', 'baño', 'por', 'favor']","['we', 'want', 'to', 'move', 'to', 'a', 'room', 'with', 'a', 'bathroom', 'please']"
839,"¿Me podría despertar a las once en punto, por favor?
","['me', 'podría', 'despertar', 'a', 'las', 'once', 'en', 'punto', 'por', 'favor']","['me', 'podría', 'despertar', 'a', 'las', 'once', 'en', 'punto', 'por', 'favor']","['could', 'you', 'wake', 'me', 'up', 'at', 'eleven', 'oclock', 'please']"
840,"¿Podrían llamarnos a un taxi para la habitación nueve tres seis?
","['podrían', 'llamarnos', 'a', 'un', 'taxi', 'para', 'la', 'habitación', 'nueve', 'tres', 'seis']","['podrían', 'llamarnos', 'a', 'un', 'taxi', 'para', 'la', 'habitación', 'nueve', 'tres', 'seis']","['could', 'you', 'call', 'a', 'taxi', 'for', 'room', 'number', 'nine', 'three', 'six', 'for', 'us', 'please']"
841,"Vamos a marcharnos el día veintiséis de septiembre a las siete y cuarto.
","['vamos', 'a', 'marcharnos', 'el', 'día', 'veintiséis', 'de', 'septiembre', 'a', 'las', 'siete', 'y', 'cuarto']","['vamos', 'a', 'marcharnos', 'el', 'día', 'veintiséis', 'de', 'septiembre', 'a', 'las', 'siete', 'y', 'cuarto']","['we', 'are', 'leaving', 'on', 'september', 'the', 'twentysixth', 'at', 'a', 'quarter', 'past', 'seven']"
842,"Por favor, deseo que me den la llave de la habitación.
","['por', 'favor', 'deseo', 'que', 'me', 'den', 'la', 'llave', 'de', 'la', 'habitación']","['por', 'favor', 'deseo', 'que', 'me', 'den', 'la', 'llave', 'de', 'la', 'habitación']","['i', 'want', 'you', 'to', 'give', 'me', 'the', 'key', 'to', 'the', 'room', 'please']"
843,"Por favor, ¿me podría pedir un taxi?
","['por', 'favor', 'me', 'podría', 'pedir', 'un', 'taxi']","['por', 'favor', 'me', 'podría', 'pedir', 'un', 'taxi']","['could', 'you', 'ask', 'for', 'a', 'taxi', 'for', 'me', 'please']"
844,"¿Aceptaría dinero en efectivo?
","['aceptaría', 'dinero', 'en', 'efectivo']","['aceptaría', 'dinero', 'en', 'efectivo']","['would', 'you', 'accept', 'cash']"
845,"Tengo la reserva de una habitación a nombre de Francisco Botella.
","['tengo', 'la', 'reserva', 'de', 'una', 'habitación', 'a', 'nombre', 'de', 'francisco', 'botella']","['tengo', 'la', 'reserva', 'de', 'una', 'habitación', 'a', 'nombre', 'de', 'francisco', 'botella']","['i', 'have', 'a', 'reservation', 'for', 'a', 'room', 'for', 'francisco', 'botella']"
846,"Prepáreme la factura.
","['prepáreme', 'la', 'factura']","['prepáreme', 'la', 'factura']","['could', 'you', 'prepare', 'the', 'bill', 'for', 'me', 'please']"
847,"Me gustaría reservar una habitación individual y tranquila con teléfono hasta pasado mañana, por favor.
","['me', 'gustaría', 'reservar', 'una', 'habitación', 'individual', 'y', 'tranquila', 'con', 'teléfono', 'hasta', 'pasado', 'mañana', 'por', 'favor']","['me', 'gustaría', 'reservar', 'una', 'habitación', 'individual', 'y', 'tranquila', 'con', 'teléfono', 'hasta', 'pasado', 'mañana', 'por', 'favor']","['i', 'would', 'like', 'to', 'book', 'a', 'quiet', 'single', 'room', 'with', 'a', 'telephone', 'until', 'the', 'day', 'after', 'tomorrow', 'please']"
848,"¿Podría pedirnos un taxi?
","['podría', 'pedirnos', 'un', 'taxi']","['podría', 'pedirnos', 'un', 'taxi']","['could', 'you', 'ask', 'for', 'a', 'taxi', 'for', 'us', 'please']"
849,"¿Hay televisión en las habitaciones?
","['hay', 'televisión', 'en', 'las', 'habitaciones']","['hay', 'televisión', 'en', 'las', 'habitaciones']","['is', 'there', 'a', 'tv', 'in', 'the', 'rooms']"
850,"¿Cuánta?
",['cuánta'],['cuánta'],"['how', 'much']"
851,"¡Conforme!
",['conforme'],['conforme'],['okay']
852,"Por favor, ¿podría prepararnos la cuenta de la habitación dos seis tres?
","['por', 'favor', 'podría', 'prepararnos', 'la', 'cuenta', 'de', 'la', 'habitación', 'dos', 'seis', 'tres']","['por', 'favor', 'podría', 'prepararnos', 'la', 'cuenta', 'de', 'la', 'habitación', 'dos', 'seis', 'tres']","['could', 'you', 'prepare', 'the', 'bill', 'for', 'room', 'number', 'two', 'six', 'three', 'for', 'us', 'please']"
853,"¿Hay teléfono en las habitaciones?
","['hay', 'teléfono', 'en', 'las', 'habitaciones']","['hay', 'teléfono', 'en', 'las', 'habitaciones']","['is', 'there', 'a', 'telephone', 'in', 'the', 'rooms']"
854,"¿Qué hora es?
","['qué', 'hora', 'es']","['qué', 'hora', 'es']","['what', 'time', 'is', 'it']"
855,"Mi nombre es Jesús González.
","['mi', 'nombre', 'es', 'jesús', 'gonzález']","['mi', 'nombre', 'es', 'jesús', 'gonzález']","['my', 'name', 'is', 'jesús', 'gonzález']"
856,"Por favor, tengo hecha una reserva a nombre de Teresa Ibáñez.
","['por', 'favor', 'tengo', 'hecha', 'una', 'reserva', 'a', 'nombre', 'de', 'teresa', 'ibáñez']","['por', 'favor', 'tengo', 'hecha', 'una', 'reserva', 'a', 'nombre', 'de', 'teresa', 'ibáñez']","['i', 'have', 'made', 'a', 'reservation', 'for', 'teresa', 'ibá', 'nez']"
857,"He de marcharme hoy mismo a las once en punto de la mañana.
","['he', 'de', 'marcharme', 'hoy', 'mismo', 'a', 'las', 'once', 'en', 'punto', 'de', 'la', 'mañana']","['he', 'de', 'marcharme', 'hoy', 'mismo', 'a', 'las', 'once', 'en', 'punto', 'de', 'la', 'mañana']","['i', 'should', 'leave', 'today', 'at', 'eleven', 'oclock', 'in', 'the', 'morning']"
858,"Desearía que me bajase los bultos a la habitación doce.
","['desearía', 'que', 'me', 'bajase', 'los', 'bultos', 'a', 'la', 'habitación', 'doce']","['desearía', 'que', 'me', 'bajase', 'los', 'bultos', 'a', 'la', 'habitación', 'doce']","['i', 'would', 'like', 'you', 'to', 'send', 'down', 'my', 'luggage', 'to', 'room', 'number', 'one', 'two']"
859,"¿Dónde?
",['dónde'],['dónde'],['where']
860,"Por favor, ¿nos podría pedir un taxi para la habitación seis catorce?
","['por', 'favor', 'nos', 'podría', 'pedir', 'un', 'taxi', 'para', 'la', 'habitación', 'seis', 'catorce']","['por', 'favor', 'nos', 'podría', 'pedir', 'un', 'taxi', 'para', 'la', 'habitación', 'seis', 'catorce']","['could', 'you', 'ask', 'for', 'a', 'taxi', 'for', 'room', 'number', 'six', 'one', 'four', 'for', 'us', 'please']"
861,"Por favor, ¿les importaría despertarme mañana a las cuatro y media?
","['por', 'favor', 'les', 'importaría', 'despertarme', 'mañana', 'a', 'las', 'cuatro', 'y', 'media']","['por', 'favor', 'les', 'importaría', 'despertarme', 'mañana', 'a', 'las', 'cuatro', 'y', 'media']","['would', 'you', 'mind', 'waking', 'me', 'up', 'tomorrow', 'at', 'half', 'past', 'four', 'please']"
862,"Por favor, nos gustaría cambiarnos a otra habitación menos ruidosa.
","['por', 'favor', 'nos', 'gustaría', 'cambiarnos', 'a', 'otra', 'habitación', 'menos', 'ruidosa']","['por', 'favor', 'nos', 'gustaría', 'cambiarnos', 'a', 'otra', 'habitación', 'menos', 'ruidosa']","['we', 'would', 'like', 'to', 'move', 'to', 'a', 'quieter', 'room', 'please']"
863,"Creo que se ha equivocado en la cuenta.
","['creo', 'que', 'se', 'ha', 'equivocado', 'en', 'la', 'cuenta']","['creo', 'que', 'se', 'ha', 'equivocado', 'en', 'la', 'cuenta']","['i', 'think', 'that', 'a', 'mistake', 'has', 'been', 'made', 'in', 'the', 'bill']"
864,"¿Está incluido el teléfono?
","['está', 'incluido', 'el', 'teléfono']","['está', 'incluido', 'el', 'teléfono']","['is', 'the', 'phone', 'bill', 'included']"
865,"Una habitación a nombre de Virginia Álvarez, por favor.
","['una', 'habitación', 'a', 'nombre', 'de', 'virginia', 'álvarez', 'por', 'favor']","['una', 'habitación', 'a', 'nombre', 'de', 'virginia', 'álvarez', 'por', 'favor']","['a', 'room', 'for', 'virginia', 'álvarez', 'please']"
866,"Tenemos que marcharnos hoy mismo por la noche.
","['tenemos', 'que', 'marcharnos', 'hoy', 'mismo', 'por', 'la', 'noche']","['tenemos', 'que', 'marcharnos', 'hoy', 'mismo', 'por', 'la', 'noche']","['we', 'should', 'leave', 'today', 'in', 'the', 'evening']"
867,"En la habitación hace mucho calor.
","['en', 'la', 'habitación', 'hace', 'mucho', 'calor']","['en', 'la', 'habitación', 'hace', 'mucho', 'calor']","['it', 'is', 'very', 'hot', 'in', 'the', 'room']"
868,"Por favor, ¿me podrían preparar mi factura?
","['por', 'favor', 'me', 'podrían', 'preparar', 'mi', 'factura']","['por', 'favor', 'me', 'podrían', 'preparar', 'mi', 'factura']","['could', 'you', 'prepare', 'my', 'bill', 'for', 'me', 'please']"
869,"¿Podría ver alguna habitación, por favor?
","['podría', 'ver', 'alguna', 'habitación', 'por', 'favor']","['podría', 'ver', 'alguna', 'habitación', 'por', 'favor']","['could', 'i', 'see', 'a', 'room', 'please']"
